public_date,FFI48_desc,NFIRM,indret_ew,indret_vw,dpr_Median,bm_Median,pe_exi_Median,gpm_Median,roe_Median,totdebt_invcap_Median,rd_sale_Median,adv_sale_Median
20160229,MEALS,70,0.044578,0.008437,0.000,0.339,22.896,0.223,0.121,0.419,0.000,0.020
20160229,MEDEQ,126,-0.005066,0.011613,0.000,0.301,-0.507,0.594,-0.010,0.105,0.086,0.000
20160229,MINES,15,0.048262,0.086898,0.368,0.603,-0.143,0.269,0.028,0.308,0.000,0.000
20160229,OIL,131,-0.107452,-0.029585,0.318,0.849,-0.379,0.092,-0.215,0.441,0.000,0.000
20160229,OTHER,24,-0.008644,0.005453,0.000,0.582,21.864,0.303,0.037,0.478,0.000,0.000
20160229,PAPER,30,0.013130,0.033962,0.372,0.417,14.891,0.332,0.156,0.494,0.007,0.000
20160229,PERSV,33,-0.039671,-0.029157,0.000,0.754,13.060,0.488,0.095,0.403,0.000,0.026
20160229,RLEST,25,0.011926,-0.043218,0.028,0.570,15.589,0.475,0.061,0.517,0.000,0.000
20160229,RTAIL,155,0.042031,-0.003955,0.037,0.478,15.238,0.341,0.115,0.346,0.000,0.015
20160229,RUBBR,16,0.010676,0.019788,0.000,0.450,22.580,0.305,0.074,0.598,0.010,0.000
20160229,SHIPS,9,-0.029725,-0.008768,0.140,0.609,13.919,0.273,0.198,0.448,0.001,0.000
20160229,SMOKE,3,0.009490,0.009582,0.815,0.254,20.595,0.600,0.394,0.816,0.010,0.013
20160229,SODA,8,-0.031450,-0.006878,0.082,0.161,26.714,0.456,0.169,0.676,0.000,0.005
20160229,STEEL,33,0.093887,0.095688,0.338,0.825,-0.906,0.139,-0.032,0.341,0.000,0.000
20160229,TELCM,85,0.020822,0.010982,0.080,0.500,12.712,0.534,0.048,0.613,0.000,0.011
20160229,TOYS,16,0.060101,0.082184,0.257,0.564,15.738,0.348,0.099,0.074,0.039,0.026
20160229,TRANS,68,0.030517,0.070449,0.018,0.674,12.506,0.247,0.096,0.436,0.000,0.000
20160229,TXTLS,8,0.000858,0.007449,0.374,0.392,16.459,0.317,0.141,0.369,0.005,0.003
20160229,UTIL,89,0.006040,0.016829,0.691,0.824,20.782,0.308,0.060,0.556,0.000,0.000
20160229,WHLSL,100,0.036302,0.035567,0.136,0.610,14.449,0.198,0.091,0.351,0.000,0.000
20160331,AERO,18,0.027256,0.038550,0.067,0.468,14.468,0.246,0.117,0.428,0.019,0.000
20160331,AGRIC,8,0.045695,-0.008612,0.326,0.469,23.320,0.282,0.030,0.409,0.000,0.002
20160331,AUTOS,53,0.119124,0.107605,0.191,0.466,12.126,0.206,0.140,0.377,0.023,0.000
20160331,BANKS,469,0.048221,0.062757,0.268,0.851,15.039,0.881,0.083,0.578,0.000,0.012
20160331,BEER,10,0.056627,0.059538,0.109,0.271,22.115,0.465,0.117,0.316,0.000,0.065
20160331,BLDMT,52,0.126685,0.124535,0.242,0.434,18.421,0.311,0.079,0.357,0.003,0.000
20160331,BOOKS,19,0.067013,0.089009,0.344,0.681,11.812,0.526,0.062,0.403,0.000,0.022
20160331,BOXES,10,0.118273,0.108759,0.267,0.327,18.567,0.236,0.181,0.694,0.003,0.000
20160331,BUSSV,420,0.070628,0.080448,0.000,0.322,7.751,0.564,0.022,0.209,0.060,0.002
20160331,CHEMS,67,0.138632,0.091575,0.249,0.491,11.123,0.327,0.105,0.483,0.016,0.000
20160331,CHIPS,165,0.046196,0.092790,0.000,0.500,12.446,0.409,0.017,0.164,0.110,0.000
20160331,CLTHS,32,0.044432,0.024971,0.023,0.414,19.676,0.455,0.127,0.165,0.000,0.036
20160331,CNSTR,47,0.145626,0.120760,0.000,0.836,14.230,0.180,0.078,0.411,0.000,0.000
20160331,COAL,6,0.075158,0.265209,0.244,6.940,-0.608,0.180,-0.207,0.534,0.000,0.000
20160331,COMPS,89,0.078777,0.076896,0.000,0.381,16.044,0.503,0.042,0.168,0.133,0.001
20160331,DRUGS,420,0.084184,0.032069,0.000,0.267,-3.532,-0.056,-0.434,0.015,0.328,0.000
20160331,ELCEQ,53,0.063986,0.097234,0.126,0.564,9.759,0.331,0.066,0.207,0.032,0.000
20160331,FABPR,6,0.102503,0.063622,0.288,0.984,8.632,0.307,-0.002,0.345,0.006,0.000
20160331,FIN,117,0.071237,0.071169,0.438,0.532,17.033,0.399,0.081,0.299,0.000,0.000
20160331,FOOD,47,0.059103,0.039915,0.352,0.392,22.287,0.343,0.115,0.450,0.002,0.011
20160331,FUN,46,0.128742,0.091926,0.000,0.522,17.186,0.363,0.068,0.569,0.000,0.022
20160331,GOLD,10,0.110289,0.048283,1.123,1.343,-2.279,0.338,-0.115,0.146,0.000,0.000
20160331,GUNS,7,0.107627,0.028200,0.533,0.480,19.328,0.234,0.121,0.240,0.018,0.000
20160331,HLTH,60,0.082936,0.088402,0.000,0.399,12.284,0.272,0.076,0.458,0.000,0.000
20160331,HSHLD,40,0.079290,0.047824,0.234,0.468,21.322,0.469,0.121,0.387,0.010,0.037
20160331,INSUR,102,0.061415,0.070132,0.193,0.757,13.307,0.152,0.085,0.223,0.000,0.000
20160331,LABEQ,59,0.083362,0.085358,0.000,0.443,22.803,0.500,0.067,0.191,0.096,0.000
20160331,MACH,99,0.123487,0.096842,0.204,0.614,15.423,0.343,0.066,0.320,0.018,0.000
20160331,MEALS,70,0.029368,0.053703,0.000,0.339,23.958,0.223,0.121,0.420,0.000,0.020
20160331,MEDEQ,125,0.048048,0.062400,0.000,0.302,-0.534,0.589,-0.011,0.106,0.087,0.000
20160331,MINES,15,0.145798,0.161070,0.368,0.603,-0.160,0.269,0.028,0.308,0.000,0.000
20160331,OIL,125,0.263945,0.110161,0.324,0.816,-0.743,0.092,-0.215,0.436,0.000,0.000
20160331,OTHER,24,0.081095,0.098019,0.000,0.582,23.566,0.303,0.037,0.478,0.000,0.000
20160331,PAPER,30,0.104291,0.077597,0.372,0.417,16.602,0.332,0.156,0.450,0.007,0.000
20160331,PERSV,33,0.094543,0.019858,0.000,0.754,14.222,0.486,0.095,0.403,0.000,0.026
20160331,RLEST,25,0.082425,0.108026,0.028,0.570,16.965,0.471,0.061,0.517,0.000,0.000
20160331,RTAIL,155,0.077929,0.060291,0.118,0.485,17.200,0.340,0.115,0.356,0.000,0.014
20160331,RUBBR,17,0.112373,0.118043,0.000,0.469,23.438,0.305,0.068,0.583,0.011,0.000
20160331,SHIPS,9,0.068055,0.090161,0.140,0.609,14.775,0.273,0.198,0.448,0.001,0.000
20160331,SMOKE,3,0.040604,0.048621,0.815,0.254,22.197,0.600,0.394,0.816,0.010,0.013
20160331,SODA,8,0.014076,0.073232,0.081,0.161,26.508,0.459,0.169,0.676,0.000,0.005
20160331,STEEL,32,0.175361,0.174466,0.338,0.785,-1.436,0.144,-0.029,0.331,0.000,0.000
20160331,TELCM,85,0.041435,0.058949,0.080,0.500,12.962,0.536,0.049,0.605,0.000,0.011
20160331,TOYS,16,0.019249,0.069021,0.257,0.564,17.800,0.348,0.099,0.074,0.039,0.026
20160331,TRANS,68,0.119677,0.069070,0.018,0.674,13.359,0.247,0.096,0.436,0.000,0.000
20160331,TXTLS,8,0.048001,0.036592,0.374,0.422,17.407,0.317,0.143,0.369,0.005,0.003
20160331,UTIL,87,0.083769,0.080846,0.691,0.824,22.108,0.309,0.060,0.556,0.000,0.000
20160331,WHLSL,100,0.126273,0.063998,0.136,0.612,15.539,0.199,0.091,0.351,0.000,0.000
20160430,AERO,18,0.046313,0.055789,0.067,0.468,15.472,0.246,0.117,0.428,0.019,0.000
20160430,AGRIC,8,0.088242,0.071932,0.355,0.597,27.507,0.282,0.030,0.409,0.000,0.002
20160430,AUTOS,52,0.022131,0.016250,0.191,0.468,13.163,0.206,0.144,0.371,0.022,0.000
20160430,BANKS,467,0.048846,0.059577,0.267,0.851,15.652,0.881,0.083,0.574,0.000,0.013
20160430,BEER,10,-0.017311,0.001195,0.136,0.272,20.309,0.467,0.115,0.316,0.000,0.067
20160430,BLDMT,51,0.045774,0.022217,0.250,0.436,19.280,0.308,0.080,0.354,0.003,0.000
20160430,BOOKS,18,0.055385,0.019026,0.381,0.622,12.855,0.532,0.072,0.410,0.000,0.035
20160430,BOXES,10,0.038500,0.038937,0.267,0.327,18.876,0.236,0.181,0.694,0.003,0.000
20160430,BUSSV,421,0.020239,-0.022368,0.000,0.323,7.538,0.563,0.022,0.209,0.060,0.002
20160430,CHEMS,68,0.082363,0.040738,0.249,0.505,12.458,0.327,0.105,0.483,0.016,0.000
20160430,CHIPS,163,-0.003592,-0.082065,0.000,0.532,12.000,0.408,0.017,0.164,0.111,0.000
20160430,CLTHS,32,-0.016396,-0.022186,0.023,0.414,19.019,0.455,0.127,0.165,0.000,0.036
20160430,CNSTR,47,0.009124,-0.011154,0.000,0.836,13.562,0.180,0.078,0.411,0.000,0.000
20160430,COAL,6,0.152864,0.295993,0.244,6.940,-0.643,0.180,-0.207,0.534,0.000,0.000
20160430,COMPS,89,-0.002243,-0.018812,0.000,0.381,15.125,0.503,0.042,0.168,0.133,0.001
20160430,DRUGS,422,0.057435,0.045884,0.000,0.268,-3.622,-0.056,-0.433,0.015,0.343,0.000
20160430,ELCEQ,52,0.061928,0.027559,0.123,0.564,13.029,0.332,0.066,0.206,0.030,0.000
20160430,FABPR,6,0.129830,0.037877,0.288,0.984,7.609,0.307,-0.002,0.345,0.006,0.000
20160430,FIN,117,0.024441,0.023893,0.438,0.532,17.327,0.399,0.081,0.299,0.000,0.000
20160430,FOOD,47,0.017824,0.008029,0.352,0.392,21.528,0.343,0.114,0.450,0.002,0.014
20160430,FUN,46,0.003045,-0.070349,0.000,0.522,16.475,0.363,0.068,0.569,0.000,0.022
20160430,GOLD,9,0.348038,0.338098,1.123,1.279,-2.862,0.338,-0.087,0.282,0.000,0.000
20160430,GUNS,7,0.000071,0.039767,0.533,0.480,19.947,0.234,0.121,0.240,0.018,0.000
20160430,HLTH,60,0.077986,0.061091,0.000,0.399,13.674,0.272,0.076,0.458,0.000,0.000
20160430,HSHLD,40,0.005162,-0.006552,0.234,0.468,21.682,0.469,0.120,0.387,0.010,0.037
20160430,INSUR,102,0.014021,0.011596,0.193,0.757,13.216,0.152,0.085,0.223,0.000,0.000
20160430,LABEQ,58,0.009636,-0.006887,0.000,0.444,22.046,0.492,0.075,0.187,0.094,0.000
20160430,MACH,98,0.050984,0.036333,0.203,0.623,15.461,0.347,0.061,0.315,0.018,0.000
20160430,MEALS,70,-0.022946,-0.023966,0.000,0.339,23.851,0.224,0.121,0.420,0.000,0.020
20160430,MEDEQ,125,0.042393,0.065589,0.000,0.302,-0.549,0.589,-0.009,0.106,0.087,0.000
20160430,MINES,15,0.156030,0.118737,0.368,0.603,-0.184,0.269,0.028,0.308,0.000,0.000
20160430,OIL,124,0.215170,0.095013,0.324,0.816,-0.964,0.099,-0.215,0.436,0.000,0.000
20160430,OTHER,24,0.027197,-0.035979,0.000,0.583,24.828,0.287,0.043,0.478,0.000,0.000
20160430,PAPER,30,0.031078,-0.002941,0.362,0.446,17.210,0.324,0.156,0.450,0.007,0.000
20160430,PERSV,33,0.011254,-0.025107,0.000,0.754,13.444,0.486,0.095,0.403,0.000,0.026
20160430,RLEST,25,0.025210,-0.012248,0.028,0.570,17.367,0.471,0.061,0.514,0.000,0.000
20160430,RTAIL,153,-0.006581,-0.002801,0.123,0.489,16.958,0.341,0.115,0.356,0.000,0.015
20160430,RUBBR,16,0.019365,0.002478,0.000,0.488,24.131,0.305,0.074,0.506,0.010,0.000
20160430,SHIPS,9,0.053320,0.053947,0.140,0.609,15.856,0.273,0.198,0.448,0.001,0.000
20160430,SMOKE,3,-0.004404,-0.002597,0.815,0.254,22.199,0.600,0.394,0.816,0.010,0.013
20160430,SODA,8,0.026158,-0.016837,0.081,0.161,26.002,0.459,0.169,0.676,0.000,0.005
20160430,STEEL,31,0.126266,0.101098,0.318,0.792,-1.700,0.150,-0.029,0.331,0.001,0.000
20160430,TELCM,85,0.023172,0.005836,0.000,0.500,13.714,0.536,0.049,0.605,0.000,0.011
20160430,TOYS,15,-0.023608,-0.035167,0.257,0.558,16.126,0.367,0.109,0.156,0.038,0.021
20160430,TRANS,68,0.007048,-0.009368,0.018,0.674,13.443,0.248,0.096,0.436,0.000,0.000
20160430,TXTLS,8,0.032782,0.015275,0.374,0.422,16.723,0.317,0.143,0.369,0.005,0.003
20160430,UTIL,87,0.026466,-0.005905,0.691,0.824,21.757,0.309,0.060,0.556,0.000,0.000
20160430,WHLSL,100,0.036177,0.008169,0.136,0.612,15.725,0.199,0.091,0.357,0.000,0.000
20160531,AERO,18,-0.006968,-0.025781,0.052,0.595,15.711,0.247,0.106,0.448,0.021,0.000
20160531,AGRIC,8,-0.001537,0.164404,0.266,0.644,25.398,0.282,0.041,0.413,0.000,0.002
20160531,AUTOS,52,-0.010244,-0.026625,0.251,0.497,13.276,0.213,0.145,0.383,0.022,0.000
20160531,BANKS,464,0.012623,0.019381,0.309,0.902,15.415,0.878,0.084,0.540,0.000,0.012
20160531,BEER,10,0.051273,-0.009028,0.165,0.289,21.639,0.469,0.118,0.326,0.000,0.074
20160531,BLDMT,51,0.017962,0.023184,0.246,0.444,19.663,0.285,0.083,0.411,0.001,0.000
20160531,BOOKS,18,0.009160,-0.001845,0.320,0.614,12.780,0.535,0.068,0.400,0.000,0.035
20160531,BOXES,10,0.014084,0.025225,0.382,0.339,20.106,0.247,0.173,0.725,0.003,0.000
20160531,BUSSV,418,0.040603,0.044056,0.000,0.337,8.480,0.573,0.012,0.214,0.058,0.002
20160531,CHEMS,68,0.003926,-0.010521,0.243,0.531,13.171,0.333,0.089,0.484,0.015,0.000
20160531,CHIPS,162,0.005593,0.065814,0.000,0.489,10.953,0.407,0.018,0.158,0.116,0.000
20160531,CLTHS,32,-0.052023,-0.044258,0.023,0.400,18.241,0.456,0.135,0.200,0.000,0.036
20160531,CNSTR,47,0.042463,0.036214,0.000,0.881,13.642,0.184,0.087,0.430,0.000,0.000
20160531,COAL,6,-0.026485,0.015726,0.261,3.066,-0.675,0.166,-0.234,0.540,0.000,0.000
20160531,COMPS,89,0.019928,0.039888,0.095,0.363,14.453,0.528,0.044,0.182,0.133,0.001
20160531,DRUGS,422,0.031077,0.029726,0.000,0.322,-4.501,-0.337,-0.452,0.044,0.394,0.000
20160531,ELCEQ,51,-0.004632,-0.006848,0.154,0.572,13.180,0.314,0.055,0.228,0.031,0.000
20160531,FABPR,6,-0.065333,0.014098,0.375,0.866,-13.728,0.293,-0.010,0.331,0.005,0.000
20160531,FIN,117,0.034288,0.036168,0.465,0.524,17.307,0.397,0.078,0.303,0.000,0.000
20160531,FOOD,47,0.014972,0.025752,0.331,0.411,21.307,0.347,0.124,0.447,0.002,0.014
20160531,FUN,46,0.031456,0.062521,0.025,0.595,17.260,0.370,0.067,0.555,0.000,0.022
20160531,GOLD,9,-0.135205,-0.075404,1.123,0.706,-4.162,-0.182,-0.128,0.094,0.000,0.000
20160531,GUNS,7,-0.004036,0.022190,0.344,0.463,18.296,0.239,0.130,0.290,0.020,0.000
20160531,HLTH,60,-0.014544,-0.009220,0.000,0.437,17.270,0.274,0.071,0.479,0.000,0.000
20160531,HSHLD,42,-0.045513,0.003015,0.235,0.411,17.123,0.470,0.122,0.390,0.011,0.037
20160531,INSUR,102,0.035133,0.019880,0.210,0.777,14.537,0.159,0.082,0.217,0.000,0.000
20160531,LABEQ,58,0.018057,0.033213,0.000,0.443,24.709,0.479,0.075,0.185,0.094,0.000
20160531,MACH,99,-0.000299,0.002936,0.215,0.588,15.787,0.351,0.049,0.316,0.019,0.000
20160531,MEALS,70,-0.015264,-0.014262,0.000,0.319,23.355,0.222,0.113,0.402,0.000,0.020
20160531,MEDEQ,128,-0.036359,0.020523,0.000,0.319,-1.479,0.589,-0.123,0.126,0.084,0.000
20160531,MINES,15,0.014107,-0.048287,0.321,0.560,-0.910,0.252,-0.047,0.316,0.000,0.000
20160531,OIL,124,-0.065695,-0.004828,0.330,0.753,-1.205,0.056,-0.240,0.410,0.000,0.000
20160531,OTHER,24,0.018439,0.019309,0.000,0.535,21.727,0.279,0.015,0.463,0.000,0.000
20160531,PAPER,30,0.026539,0.013428,0.392,0.495,17.535,0.324,0.162,0.484,0.007,0.000
20160531,PERSV,33,0.004320,0.033833,0.000,0.631,13.474,0.481,0.089,0.344,0.000,0.026
20160531,RLEST,25,0.003161,-0.010792,0.049,0.628,19.536,0.463,0.063,0.489,0.000,0.000
20160531,RTAIL,151,-0.046932,0.013164,0.148,0.484,15.739,0.342,0.116,0.349,0.000,0.015
20160531,RUBBR,16,0.026009,0.030373,0.000,0.327,26.431,0.300,0.064,0.509,0.010,0.000
20160531,SHIPS,9,-0.035958,-0.019491,0.095,0.318,11.826,0.277,0.200,0.384,0.001,0.000
20160531,SMOKE,3,0.007518,0.008189,0.785,0.253,22.892,0.602,0.458,0.835,0.010,0.013
20160531,SODA,8,-0.036298,0.001583,0.102,0.160,23.418,0.457,0.158,0.669,0.000,0.005
20160531,STEEL,31,-0.089429,-0.082415,0.414,0.830,-2.416,0.153,-0.031,0.343,0.001,0.000
20160531,TELCM,85,0.001688,0.004136,0.158,0.467,13.128,0.537,0.050,0.600,0.000,0.011
20160531,TOYS,15,0.005992,0.033951,0.081,0.626,15.679,0.367,0.092,0.197,0.038,0.021
20160531,TRANS,66,-0.060542,-0.021508,0.000,0.615,12.531,0.242,0.104,0.427,0.000,0.000
20160531,TXTLS,8,-0.037475,-0.015460,0.359,0.419,16.986,0.321,0.152,0.392,0.005,0.003
20160531,UTIL,86,0.024046,0.022458,0.662,0.755,21.432,0.323,0.061,0.548,0.000,0.000
20160531,WHLSL,101,-0.011609,0.017534,0.159,0.641,14.373,0.201,0.089,0.365,0.000,0.000
20160630,AERO,18,-0.003340,0.007707,0.050,0.535,15.420,0.247,0.106,0.448,0.021,0.000
20160630,AGRIC,8,0.096426,-0.064937,0.266,0.576,25.813,0.282,0.036,0.419,0.000,0.002
20160630,AUTOS,51,-0.050494,-0.070775,0.251,0.494,12.824,0.212,0.146,0.387,0.020,0.000
20160630,BANKS,460,-0.021682,-0.071301,0.309,0.903,15.002,0.878,0.084,0.540,0.000,0.012
20160630,BEER,10,0.058318,0.051015,0.165,0.289,24.504,0.469,0.118,0.326,0.000,0.074
20160630,BLDMT,51,-0.005361,-0.023924,0.246,0.455,20.015,0.285,0.083,0.411,0.001,0.000
20160630,BOOKS,18,0.020604,-0.012953,0.320,0.614,12.922,0.535,0.068,0.386,0.000,0.039
20160630,BOXES,10,-0.013728,-0.012513,0.382,0.339,19.295,0.247,0.173,0.725,0.003,0.000
20160630,BUSSV,415,0.032581,-0.017425,0.000,0.339,9.249,0.569,0.014,0.214,0.057,0.002
20160630,CHEMS,68,0.001698,-0.007856,0.243,0.531,11.476,0.333,0.089,0.484,0.015,0.000
20160630,CHIPS,160,-0.012929,-0.015401,0.000,0.489,9.506,0.407,0.017,0.160,0.116,0.000
20160630,CLTHS,32,0.030993,0.016247,0.021,0.412,19.321,0.456,0.130,0.203,0.000,0.036
20160630,CNSTR,47,-0.000047,0.001109,0.000,0.881,13.349,0.187,0.093,0.430,0.000,0.000
20160630,COAL,5,0.008918,0.052762,0.261,2.515,-0.763,0.197,-0.163,0.491,0.000,0.000
20160630,COMPS,87,-0.024816,-0.019407,0.095,0.368,14.040,0.528,0.042,0.188,0.130,0.001
20160630,DRUGS,421,-0.073053,-0.010244,0.000,0.322,-3.850,-0.337,-0.452,0.044,0.384,0.000
20160630,ELCEQ,50,-0.001484,-0.003353,0.158,0.522,12.703,0.313,0.052,0.238,0.030,0.000
20160630,FABPR,6,0.018360,0.007756,0.375,0.866,-14.229,0.293,-0.017,0.331,0.005,0.000
20160630,FIN,116,-0.040151,-0.063088,0.474,0.520,15.854,0.394,0.075,0.302,0.000,0.000
20160630,FOOD,47,0.052012,0.069673,0.331,0.377,25.254,0.347,0.124,0.447,0.002,0.014
20160630,FUN,46,0.011541,-0.044513,0.025,0.595,17.881,0.370,0.063,0.555,0.000,0.024
20160630,GOLD,9,0.319923,0.237313,1.123,0.706,-4.333,-0.182,-0.128,0.094,0.000,0.000
20160630,GUNS,7,0.005270,0.041540,0.344,0.463,17.682,0.239,0.130,0.290,0.020,0.000
20160630,HLTH,61,-0.028744,-0.008363,0.000,0.437,16.205,0.278,0.071,0.493,0.000,0.000
20160630,HSHLD,42,0.002221,0.033823,0.240,0.411,16.490,0.470,0.122,0.390,0.011,0.037
20160630,INSUR,101,-0.015110,-0.000466,0.210,0.778,14.423,0.162,0.082,0.217,0.000,0.000
20160630,LABEQ,57,0.003389,-0.002215,0.000,0.450,24.894,0.476,0.074,0.182,0.095,0.000
20160630,MACH,98,-0.007413,-0.006994,0.217,0.591,16.616,0.349,0.050,0.327,0.018,0.000
20160630,MEALS,71,-0.012463,0.011799,0.000,0.336,23.054,0.223,0.113,0.405,0.000,0.019
20160630,MEDEQ,128,0.033271,0.041143,0.000,0.319,-1.896,0.589,-0.123,0.126,0.084,0.000
20160630,MINES,15,0.102791,0.032642,0.321,0.560,-0.915,0.252,-0.047,0.316,0.000,0.000
20160630,OIL,121,0.018972,0.026571,0.330,0.752,-1.338,0.053,-0.239,0.410,0.000,0.000
20160630,OTHER,23,0.035623,0.072424,0.000,0.544,24.550,0.282,0.015,0.493,0.000,0.000
20160630,PAPER,30,-0.010198,0.027942,0.392,0.495,17.648,0.324,0.159,0.484,0.007,0.000
20160630,PERSV,33,0.021888,-0.002719,0.000,0.681,13.106,0.478,0.089,0.331,0.000,0.026
20160630,RLEST,25,-0.002943,-0.042334,0.049,0.628,19.614,0.463,0.063,0.489,0.000,0.000
20160630,RTAIL,151,0.010599,0.007925,0.152,0.463,16.168,0.344,0.104,0.350,0.000,0.015
20160630,RUBBR,17,0.034827,0.007078,0.016,0.412,25.692,0.298,0.063,0.435,0.010,0.000
20160630,SHIPS,9,-0.012320,0.004915,0.095,0.318,10.504,0.277,0.200,0.384,0.001,0.000
20160630,SMOKE,3,0.075726,0.070150,0.785,0.253,23.991,0.602,0.458,0.835,0.010,0.013
20160630,SODA,8,0.037980,0.035189,0.000,0.160,25.381,0.465,0.158,0.669,0.000,0.005
20160630,STEEL,31,0.018469,0.021926,0.414,0.830,-2.310,0.153,-0.031,0.345,0.001,0.000
20160630,TELCM,83,0.015920,0.043879,0.157,0.506,13.348,0.539,0.040,0.584,0.000,0.012
20160630,TOYS,15,0.042968,-0.031050,0.081,0.626,14.393,0.367,0.092,0.197,0.038,0.021
20160630,TRANS,67,-0.043467,-0.027272,0.018,0.616,12.351,0.243,0.106,0.433,0.000,0.000
20160630,TXTLS,8,-0.003302,-0.046099,0.359,0.418,16.176,0.321,0.145,0.392,0.005,0.003
20160630,UTIL,86,0.074622,0.072934,0.662,0.755,22.458,0.323,0.060,0.548,0.000,0.000
20160630,WHLSL,100,0.030095,0.019082,0.149,0.645,15.162,0.200,0.083,0.361,0.000,0.000
20160731,AERO,18,0.015581,0.045249,0.050,0.535,16.267,0.247,0.106,0.448,0.021,0.000
20160731,AGRIC,8,0.030926,0.036474,0.272,0.508,26.220,0.282,0.036,0.419,0.000,0.002
20160731,AUTOS,51,0.099170,0.089237,0.241,0.489,14.216,0.212,0.146,0.387,0.020,0.000
20160731,BANKS,457,0.044666,0.048135,0.310,0.903,15.722,0.878,0.084,0.539,0.000,0.012
20160731,BEER,10,0.058794,0.023749,0.165,0.284,26.861,0.472,0.122,0.326,0.000,0.074
20160731,BLDMT,51,0.075217,0.069382,0.231,0.444,20.353,0.285,0.083,0.411,0.001,0.000
20160731,BOOKS,18,0.069342,0.067923,0.320,0.614,13.701,0.538,0.068,0.386,0.000,0.039
20160731,BOXES,10,0.061588,0.049614,0.382,0.339,21.062,0.247,0.173,0.725,0.003,0.000
20160731,BUSSV,414,0.065168,0.069181,0.000,0.340,11.094,0.567,0.015,0.216,0.057,0.002
20160731,CHEMS,69,0.081342,0.037059,0.243,0.506,13.691,0.333,0.092,0.471,0.015,0.000
20160731,CHIPS,160,0.105568,0.089702,0.000,0.483,11.233,0.407,0.017,0.160,0.116,0.000
20160731,CLTHS,32,0.059532,0.018764,0.021,0.412,18.040,0.456,0.130,0.203,0.000,0.036
20160731,CNSTR,47,0.054281,0.048272,0.000,0.881,14.507,0.187,0.093,0.430,0.000,0.000
20160731,COAL,5,0.298375,0.209216,0.261,2.515,-0.938,0.197,-0.163,0.491,0.000,0.000
20160731,COMPS,87,0.077453,0.073688,0.095,0.368,13.853,0.528,0.042,0.188,0.130,0.001
20160731,DRUGS,421,0.063680,0.066846,0.000,0.321,-4.201,-0.337,-0.444,0.033,0.384,0.000
20160731,ELCEQ,50,0.096051,0.052313,0.158,0.522,13.529,0.313,0.052,0.238,0.030,0.000
20160731,FABPR,6,0.124900,0.060353,0.375,0.866,-14.560,0.293,-0.017,0.331,0.005,0.000
20160731,FIN,115,0.061195,0.068983,0.474,0.517,16.680,0.394,0.079,0.302,0.000,0.000
20160731,FOOD,47,0.034132,0.001944,0.341,0.377,25.848,0.347,0.124,0.447,0.002,0.014
20160731,FUN,45,0.038927,0.064650,0.025,0.568,18.706,0.382,0.064,0.550,0.000,0.024
20160731,GOLD,9,0.286798,0.162039,1.123,0.706,-5.781,-0.182,-0.128,0.094,0.000,0.000
20160731,GUNS,7,0.026653,0.019956,0.344,0.463,18.785,0.239,0.130,0.290,0.020,0.000
20160731,HLTH,59,0.088003,0.023377,0.000,0.443,16.886,0.278,0.072,0.465,0.000,0.000
20160731,HSHLD,42,0.099405,0.026131,0.240,0.411,17.814,0.470,0.122,0.390,0.011,0.037
20160731,INSUR,101,0.026826,0.006358,0.210,0.778,13.920,0.162,0.082,0.217,0.000,0.000
20160731,LABEQ,57,0.070336,0.052711,0.000,0.458,25.053,0.476,0.075,0.182,0.095,0.000
20160731,MACH,98,0.054839,0.065588,0.217,0.588,17.281,0.349,0.050,0.327,0.018,0.000
20160731,MEALS,71,0.022307,0.022438,0.000,0.336,21.927,0.223,0.113,0.405,0.000,0.019
20160731,MEDEQ,127,0.043581,0.050544,0.000,0.318,-1.817,0.590,-0.125,0.125,0.084,0.000
20160731,MINES,15,0.080388,0.040615,0.321,0.560,-1.065,0.252,-0.047,0.316,0.000,0.000
20160731,OIL,118,-0.020317,-0.028300,0.330,0.752,-1.244,0.053,-0.237,0.410,0.000,0.000
20160731,OTHER,23,0.020463,-0.018833,0.000,0.544,26.134,0.282,0.015,0.493,0.000,0.000
20160731,PAPER,30,0.061606,0.020926,0.392,0.445,18.143,0.338,0.159,0.484,0.007,0.000
20160731,PERSV,33,0.089041,0.049530,0.000,0.681,13.951,0.478,0.089,0.331,0.000,0.026
20160731,RLEST,25,0.026928,0.057314,0.049,0.626,18.890,0.463,0.063,0.494,0.000,0.000
20160731,RTAIL,150,0.064781,0.038084,0.165,0.465,16.611,0.344,0.099,0.352,0.000,0.015
20160731,RUBBR,17,0.065434,0.050640,0.016,0.412,29.222,0.298,0.063,0.435,0.010,0.000
20160731,SHIPS,9,0.084951,0.051473,0.095,0.318,11.861,0.277,0.200,0.384,0.001,0.000
20160731,SMOKE,4,-0.004674,-0.027680,0.528,0.253,23.999,0.588,0.458,1.111,0.010,0.014
20160731,SODA,8,0.004835,-0.029087,0.000,0.160,25.808,0.465,0.158,0.669,0.000,0.005
20160731,STEEL,31,0.134760,0.140763,0.334,0.784,-2.200,0.155,-0.031,0.345,0.001,0.000
20160731,TELCM,81,0.020912,0.023082,0.157,0.489,12.565,0.539,0.043,0.584,0.000,0.011
20160731,TOYS,15,0.100113,0.047557,0.081,0.626,15.551,0.367,0.092,0.197,0.038,0.021
